<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.29	11:10:00	152.412	152.417	152.400	152.408	30	0	4
2025.10.29	11:11:00	152.407	152.420	152.396	152.396	46	0	4
2025.10.29	11:12:00	152.397	152.425	152.386	152.388	51	0	4
2025.10.29	11:13:00	152.385	152.397	152.380	152.384	45	0	4
2025.10.29	11:14:00	152.384	152.394	152.381	152.387	42	0	3
2025.10.29	11:15:00	152.388	152.424	152.386	152.421	31	0	4
2025.10.29	11:16:00	152.423	152.467	152.423	152.460	36	0	4
2025.10.29	11:17:00	152.462	152.468	152.443	152.452	33	0	4
2025.10.29	11:18:00	152.451	152.457	152.442	152.452	34	0	4
2025.10.29	11:19:00	152.452	152.452	152.415	152.427	45	0	4
2025.10.29	11:20:00	152.424	152.427	152.413	152.413	36	0	4
2025.10.29	11:21:00	152.413	152.425	152.405	152.423	35	0	4
2025.10.29	11:22:00	152.424	152.425	152.409	152.410	39	0	4
2025.10.29	11:23:00	152.410	152.411	152.386	152.387	29	0	4
2025.10.29	11:24:00	152.386	152.388	152.367	152.368	33	0	4
2025.10.29	11:25:00	152.373	152.377	152.363	152.363	37	0	4
2025.10.29	11:26:00	152.363	152.363	152.331	152.332	48	0	3
2025.10.29	11:27:00	152.332	152.333	152.317	152.317	27	0	3
2025.10.29	11:28:00	152.319	152.324	152.315	152.320	30	0	3
2025.10.29	11:29:00	152.330	152.347	152.329	152.345	23	0	4
2025.10.29	11:30:00	152.351	152.366	152.351	152.354	32	0	4
2025.10.29	11:31:00	152.354	152.379	152.352	152.379	31	0	3
2025.10.29	11:32:00	152.379	152.381	152.350	152.350	45	0	4
2025.10.29	11:33:00	152.351	152.358	152.325	152.325	33	0	4
2025.10.29	11:34:00	152.325	152.332	152.293	152.300	45	0	4
2025.10.29	11:35:00	152.299	152.343	152.296	152.325	50	0	4
2025.10.29	11:36:00	152.329	152.346	152.329	152.329	27	0	4
2025.10.29	11:37:00	152.331	152.335	152.320	152.334	37	0	4
2025.10.29	11:38:00	152.333	152.333	152.289	152.294	35	0	3
2025.10.29	11:39:00	152.290	152.305	152.285	152.299	38	0	4
2025.10.29	11:40:00	152.297	152.308	152.297	152.298	35	0	4
2025.10.29	11:41:00	152.299	152.299	152.278	152.280	36	0	4
2025.10.29	11:42:00	152.287	152.312	152.284	152.303	44	0	3
2025.10.29	11:43:00	152.303	152.316	152.293	152.313	36	0	4
2025.10.29	11:44:00	152.310	152.313	152.287	152.296	35	0	4
2025.10.29	11:45:00	152.295	152.300	152.271	152.271	44	0	4
2025.10.29	11:46:00	152.264	152.264	152.239	152.250	44	0	4
2025.10.29	11:47:00	152.253	152.253	152.224	152.231	47	0	4
2025.10.29	11:48:00	152.232	152.239	152.224	152.225	50	0	4
2025.10.29	11:49:00	152.225	152.228	152.214	152.226	49	0	3
2025.10.29	11:50:00	152.223	152.242	152.213	152.242	26	0	4
2025.10.29	11:51:00	152.240	152.264	152.228	152.243	44	0	4
2025.10.29	11:52:00	152.243	152.243	152.216	152.243	42	0	4
2025.10.29	11:53:00	152.242	152.263	152.242	152.247	38	0	3
2025.10.29	11:54:00	152.246	152.248	152.218	152.219	26	0	3
2025.10.29	11:55:00	152.220	152.222	152.196	152.206	48	0	4
2025.10.29	11:56:00	152.207	152.208	152.205	152.205	23	0	4
2025.10.29	11:57:00	152.205	152.221	152.205	152.217	24	0	4
2025.10.29	11:58:00	152.218	152.238	152.217	152.227	47	0	4
2025.10.29	11:59:00	152.226	152.233	152.219	152.232	42	0	4
2025.10.29	12:00:00	152.231	152.248	152.205	152.210	49	0	4
2025.10.29	12:01:00	152.210	152.224	152.210	152.216	26	0	4
2025.10.29	12:02:00	152.216	152.224	152.210	152.217	33	0	4
2025.10.29	12:03:00	152.219	152.224	152.214	152.220	31	0	4
2025.10.29	12:04:00	152.221	152.254	152.221	152.254	25	0	4
2025.10.29	12:05:00	152.248	152.261	152.245	152.259	35	0	4
2025.10.29	12:06:00	152.259	152.271	152.243	152.243	43	0	4
2025.10.29	12:07:00	152.243	152.244	152.215	152.217	42	0	4
2025.10.29	12:08:00	152.218	152.246	152.218	152.246	32	0	4
2025.10.29	12:09:00	152.248	152.274	152.246	152.274	16	0	4
2025.10.29	12:10:00	152.276	152.295	152.276	152.295	23	0	3
2025.10.29	12:11:00	152.295	152.303	152.294	152.303	30	0	3
2025.10.29	12:12:00	152.302	152.326	152.301	152.326	33	0	3
2025.10.29	12:13:00	152.325	152.329	152.324	152.326	21	0	4
2025.10.29	12:14:00	152.325	152.337	152.311	152.335	33	0	4
2025.10.29	12:15:00	152.335	152.343	152.318	152.324	28	0	4
2025.10.29	12:16:00	152.324	152.324	152.303	152.309	25	0	4
2025.10.29	12:17:00	152.310	152.334	152.302	152.324	37	0	4
2025.10.29	12:18:00	152.313	152.314	152.302	152.302	24	0	4
2025.10.29	12:19:00	152.302	152.306	152.300	152.301	20	0	4
2025.10.29	12:20:00	152.303	152.304	152.274	152.278	31	0	4
2025.10.29	12:21:00	152.277	152.311	152.273	152.308	26	0	3
2025.10.29	12:22:00	152.307	152.308	152.288	152.290	17	0	4
2025.10.29	12:23:00	152.290	152.291	152.286	152.289	15	0	4
2025.10.29	12:24:00	152.284	152.296	152.278	152.296	15	0	4
2025.10.29	12:25:00	152.296	152.303	152.289	152.295	16	0	3
2025.10.29	12:26:00	152.296	152.296	152.278	152.278	27	0	4
2025.10.29	12:27:00	152.278	152.279	152.255	152.255	14	0	4
2025.10.29	12:28:00	152.255	152.256	152.242	152.244	32	0	3
2025.10.29	12:29:00	152.245	152.255	152.243	152.254	22	0	4
2025.10.29	12:30:00	152.259	152.260	152.247	152.253	30	0	4
2025.10.29	12:31:00	152.252	152.252	152.232	152.233	30	0	3
2025.10.29	12:32:00	152.232	152.244	152.214	152.244	35	0	4
2025.10.29	12:33:00	152.243	152.256	152.243	152.250	25	0	4
2025.10.29	12:34:00	152.249	152.255	152.246	152.255	13	0	3
2025.10.29	12:35:00	152.256	152.265	152.243	152.244	28	0	4
2025.10.29	12:36:00	152.245	152.259	152.243	152.257	22	0	4
2025.10.29	12:37:00	152.256	152.262	152.246	152.246	17	0	4
2025.10.29	12:38:00	152.246	152.256	152.240	152.241	27	0	4
2025.10.29	12:39:00	152.238	152.246	152.237	152.246	28	0	4
2025.10.29	12:40:00	152.243	152.251	152.239	152.243	26	0	4
2025.10.29	12:41:00	152.243	152.255	152.231	152.253	26	0	3
2025.10.29	12:42:00	152.255	152.269	152.255	152.269	14	0	3
2025.10.29	12:43:00	152.266	152.271	152.264	152.271	15	0	3
2025.10.29	12:44:00	152.265	152.269	152.265	152.268	19	0	4
2025.10.29	12:45:00	152.267	152.290	152.266	152.287	34	0	4
2025.10.29	12:46:00	152.287	152.291	152.270	152.272	22	0	4
2025.10.29	12:47:00	152.274	152.291	152.274	152.291	25	0	4
2025.10.29	12:48:00	152.292	152.292	152.271	152.280	14	0	4
2025.10.29	12:49:00	152.279	152.291	152.276	152.277	20	0	4
2025.10.29	12:50:00	152.278	152.282	152.274	152.278	15	0	3
2025.10.29	12:51:00	152.279	152.284	152.259	152.261	30	0	3
2025.10.29	12:52:00	152.266	152.272	152.264	152.267	31	0	3
2025.10.29	12:53:00	152.270	152.273	152.264	152.266	24	0	4
2025.10.29	12:54:00	152.266	152.271	152.264	152.271	19	0	3
2025.10.29	12:55:00	152.270	152.273	152.251	152.255	18	0	4
2025.10.29	12:56:00	152.254	152.254	152.241	152.244	23	0	4
2025.10.29	12:57:00	152.245	152.245	152.226	152.226	22	0	4
2025.10.29	12:58:00	152.230	152.243	152.230	152.242	20	0	4
2025.10.29	12:59:00	152.242	152.244	152.240	152.243	22	0	4
2025.10.29	13:00:00	152.243	152.243	152.229	152.235	21	0	4
2025.10.29	13:01:00	152.232	152.236	152.231	152.235	8	0	4
2025.10.29	13:02:00	152.249	152.255	152.235	152.255	29	0	4
2025.10.29	13:03:00	152.256	152.277	152.254	152.277	34	0	4
2025.10.29	13:04:00	152.278	152.278	152.240	152.243	30	0	4
2025.10.29	13:05:00	152.240	152.244	152.228	152.228	38	0	3
2025.10.29	13:06:00	152.228	152.231	152.207	152.209	34	0	3
2025.10.29	13:07:00	152.209	152.230	152.204	152.229	33	0	4
2025.10.29	13:08:00	152.228	152.230	152.210	152.220	20	0	4
2025.10.29	13:09:00	152.221	152.230	152.219	152.230	13	0	4
2025.10.29	13:10:00	152.229	152.253	152.229	152.252	38	0	4
2025.10.29	13:11:00	152.252	152.274	152.246	152.274	29	0	4
2025.10.29	13:12:00	152.274	152.278	152.261	152.267	36	0	4
2025.10.29	13:13:00	152.267	152.270	152.251	152.254	33	0	4
2025.10.29	13:14:00	152.253	152.267	152.253	152.262	28	0	4
2025.10.29	13:15:00	152.262	152.277	152.261	152.271	34	0	3
2025.10.29	13:16:00	152.270	152.272	152.265	152.269	24	0	3
2025.10.29	13:17:00	152.268	152.268	152.261	152.265	17	0	4
2025.10.29	13:18:00	152.268	152.287	152.268	152.279	27	0	4
2025.10.29	13:19:00	152.283	152.284	152.265	152.274	31	0	4
2025.10.29	13:20:00	152.278	152.287	152.277	152.284	39	0	4
2025.10.29	13:21:00	152.286	152.325	152.283	152.322	28	0	4
2025.10.29	13:22:00	152.324	152.355	152.321	152.355	41	0	4
2025.10.29	13:23:00	152.356	152.370	152.355	152.368	46	0	4
2025.10.29	13:24:00	152.368	152.383	152.367	152.380	49	0	4
2025.10.29	13:25:00	152.373	152.383	152.367	152.381	41	0	4
2025.10.29	13:26:00	152.380	152.380	152.377	152.379	16	0	4
2025.10.29	13:27:00	152.379	152.405	152.377	152.389	42	0	3
2025.10.29	13:28:00	152.384	152.407	152.375	152.375	34	0	4
2025.10.29	13:29:00	152.372	152.374	152.356	152.364	27	0	4
2025.10.29	13:30:00	152.364	152.365	152.351	152.353	10	0	4
2025.10.29	13:31:00	152.345	152.345	152.334	152.341	27	0	4
2025.10.29	13:32:00	152.341	152.343	152.309	152.316	31	0	4
2025.10.29	13:33:00	152.310	152.318	152.308	152.318	19	0	3
2025.10.29	13:34:00	152.319	152.328	152.305	152.309	24	0	4
2025.10.29	13:35:00	152.309	152.309	152.260	152.276	31	0	4
2025.10.29	13:36:00	152.275	152.285	152.261	152.264	35	0	4
2025.10.29	13:37:00	152.263	152.269	152.238	152.246	31	0	4
2025.10.29	13:38:00	152.250	152.256	152.224	152.239	38	0	3
2025.10.29	13:39:00	152.232	152.257	152.231	152.251	34	0	4
2025.10.29	13:40:00	152.252	152.260	152.246	152.257	29	0	3
2025.10.29	13:41:00	152.257	152.265	152.252	152.253	26	0	3
2025.10.29	13:42:00	152.251	152.262	152.251	152.253	22	0	3
2025.10.29	13:43:00	152.254	152.264	152.246	152.250	28	0	3
2025.10.29	13:44:00	152.250	152.258	152.250	152.258	30	0	3
2025.10.29	13:45:00	152.260	152.279	152.247	152.279	22	0	3
2025.10.29	13:46:00	152.278	152.282	152.220	152.220	31	0	3
2025.10.29	13:47:00	152.214	152.227	152.206	152.219	41	0	4
2025.10.29	13:48:00	152.220	152.246	152.216	152.219	36	0	3
2025.10.29	13:49:00	152.219	152.220	152.188	152.188	55	0	2
2025.10.29	13:50:00	152.185	152.189	152.137	152.162	51	0	4
2025.10.29	13:51:00	152.162	152.172	152.138	152.138	37	0	4
2025.10.29	13:52:00	152.143	152.177	152.142	152.162	44	0	4
2025.10.29	13:53:00	152.168	152.183	152.164	152.181	36	0	4
2025.10.29	13:54:00	152.182	152.201	152.182	152.201	37	0	3
2025.10.29	13:55:00	152.202	152.210	152.196	152.204	47	0	3
2025.10.29	13:56:00	152.202	152.223	152.202	152.219	39	0	3
2025.10.29	13:57:00	152.220	152.249	152.217	152.241	43	0	3
2025.10.29	13:58:00	152.239	152.262	152.239	152.262	38	0	3
2025.10.29	13:59:00	152.263	152.264	152.242	152.242	28	0	3
2025.10.29	14:00:00	152.243	152.243	152.207	152.219	47	0	3
2025.10.29	14:01:00	152.221	152.224	152.205	152.212	42	0	3
2025.10.29	14:02:00	152.214	152.215	152.204	152.205	38	0	3
2025.10.29	14:03:00	152.206	152.218	152.204	152.216	37	0	3
2025.10.29	14:04:00	152.217	152.219	152.206	152.209	35	0	3
2025.10.29	14:05:00	152.209	152.221	152.159	152.159	43	0	3
2025.10.29	14:06:00	152.160	152.183	152.158	152.180	40	0	3
2025.10.29	14:07:00	152.182	152.185	152.175	152.182	31	0	3
2025.10.29	14:08:00	152.182	152.198	152.170	152.198	34	0	3
2025.10.29	14:09:00	152.199	152.221	152.195	152.220	47	0	3
2025.10.29	14:10:00	152.219	152.221	152.205	152.214	43	0	3
2025.10.29	14:11:00	152.215	152.243	152.207	152.242	44	0	3
2025.10.29	14:12:00	152.242	152.255	152.240	152.254	32	0	3
2025.10.29	14:13:00	152.254	152.267	152.250	152.252	33	0	3
2025.10.29	14:14:00	152.253	152.257	152.247	152.255	32	0	3
2025.10.29	14:15:00	152.254	152.256	152.240	152.243	48	0	3
2025.10.29	14:16:00	152.242	152.251	152.240	152.247	41	0	3
2025.10.29	14:17:00	152.246	152.260	152.245	152.260	40	0	3
2025.10.29	14:18:00	152.260	152.270	152.254	152.269	41	0	3
2025.10.29	14:19:00	152.270	152.278	152.255	152.255	29	0	3
2025.10.29	14:20:00	152.256	152.258	152.241	152.250	36	0	3
2025.10.29	14:21:00	152.248	152.252	152.233	152.233	22	0	3
2025.10.29	14:22:00	152.226	152.239	152.222	152.230	37	0	3
2025.10.29	14:23:00	152.226	152.228	152.214	152.219	41	0	3
2025.10.29	14:24:00	152.220	152.243	152.218	152.239	42	0	3
2025.10.29	14:25:00	152.240	152.269	152.240	152.262	44	0	3
2025.10.29	14:26:00	152.265	152.291	152.264	152.289	40	0	3
2025.10.29	14:27:00	152.291	152.297	152.286	152.288	36	0	3
2025.10.29	14:28:00	152.287	152.294	152.277	152.278	40	0	3
2025.10.29	14:29:00	152.279	152.284	152.258	152.265	49	0	3
2025.10.29	14:30:00	152.264	152.267	152.250	152.254	38	0	3
2025.10.29	14:31:00	152.255	152.278	152.255	152.266	47	0	3
2025.10.29	14:32:00	152.265	152.275	152.253	152.274	46	0	3
2025.10.29	14:33:00	152.275	152.285	152.264	152.265	34	0	3
2025.10.29	14:34:00	152.265	152.266	152.255	152.256	31	0	3
2025.10.29	14:35:00	152.255	152.273	152.241	152.273	37	0	3
2025.10.29	14:36:00	152.273	152.273	152.245	152.245	41	0	3
2025.10.29	14:37:00	152.244	152.254	152.229	152.232	41	0	3
2025.10.29	14:38:00	152.232	152.245	152.229	152.244	30	0	3
2025.10.29	14:39:00	152.245	152.271	152.243	152.271	34	0	3
2025.10.29	14:40:00	152.274	152.280	152.257	152.266	48	0	3
2025.10.29	14:41:00	152.265	152.265	152.229	152.230	49	0	3
2025.10.29	14:42:00	152.227	152.240	152.227	152.230	32	0	4
2025.10.29	14:43:00	152.235	152.235	152.212	152.219	35	0	4
2025.10.29	14:44:00	152.222	152.236	152.218	152.235	37	0	4
2025.10.29	14:45:00	152.235	152.264	152.230	152.252	39	0	4
2025.10.29	14:46:00	152.252	152.256	152.242	152.252	35	0	4
2025.10.29	14:47:00	152.253	152.257	152.231	152.234	41	0	4
2025.10.29	14:48:00	152.233	152.234	152.218	152.219	39	0	4
2025.10.29	14:49:00	152.211	152.230	152.210	152.211	31	0	3
2025.10.29	14:50:00	152.211	152.217	152.195	152.202	45	0	4
2025.10.29	14:51:00	152.204	152.207	152.199	152.205	25	0	4
2025.10.29	14:52:00	152.206	152.257	152.206	152.257	39	0	4
2025.10.29	14:53:00	152.257	152.257	152.226	152.236	48	0	4
2025.10.29	14:54:00	152.237	152.246	152.228	152.232	42	0	3
2025.10.29	14:55:00	152.231	152.255	152.228	152.255	42	0	4
2025.10.29	14:56:00	152.255	152.256	152.236	152.236	38	0	4
2025.10.29	14:57:00	152.236	152.251	152.226	152.226	42	0	4
2025.10.29	14:58:00	152.227	152.232	152.213	152.222	39	0	4
2025.10.29	14:59:00	152.221	152.240	152.220	152.240	41	0	4
2025.10.29	15:00:00	152.241	152.242	152.208	152.217	52	0	4
2025.10.29	15:01:00	152.220	152.221	152.204	152.209	52	0	4
2025.10.29	15:02:00	152.209	152.217	152.197	152.208	50	0	4
2025.10.29	15:03:00	152.207	152.214	152.197	152.214	43	0	3
2025.10.29	15:04:00	152.215	152.216	152.189	152.197	41	0	3
2025.10.29	15:05:00	152.196	152.196	152.184	152.194	29	0	3
2025.10.29	15:06:00	152.193	152.196	152.186	152.190	33	0	3
2025.10.29	15:07:00	152.190	152.196	152.185	152.192	41	0	3
2025.10.29	15:08:00	152.191	152.195	152.173	152.173	46	0	3
2025.10.29	15:09:00	152.175	152.175	152.152	152.159	35	0	3
2025.10.29	15:10:00	152.160	152.161	152.124	152.124	33	0	3
2025.10.29	15:11:00	152.123	152.124	152.099	152.099	45	0	3
2025.10.29	15:12:00	152.099	152.108	152.082	152.087	38	0	4
2025.10.29	15:13:00	152.086	152.095	152.060	152.062	45	0	3
2025.10.29	15:14:00	152.060	152.060	152.024	152.025	52	0	3
2025.10.29	15:15:00	152.032	152.032	151.992	152.013	53	0	3
2025.10.29	15:16:00	152.014	152.034	151.990	152.003	44	0	3
2025.10.29	15:17:00	152.004	152.006	151.952	151.955	44	0	3
2025.10.29	15:18:00	151.954	151.954	151.903	151.949	62	0	3
2025.10.29	15:19:00	151.951	151.957	151.915	151.925	59	0	3
2025.10.29	15:20:00	151.925	151.927	151.885	151.923	55	0	3
2025.10.29	15:21:00	151.927	151.935	151.911	151.916	54	0	3
2025.10.29	15:22:00	151.911	151.938	151.911	151.938	41	0	3
2025.10.29	15:23:00	151.941	151.975	151.934	151.959	57	0	3
2025.10.29	15:24:00	151.962	151.974	151.953	151.963	39	0	3
2025.10.29	15:25:00	151.967	151.985	151.957	151.962	52	0	3
2025.10.29	15:26:00	151.963	151.967	151.920	151.923	30	0	4
2025.10.29	15:27:00	151.923	151.940	151.921	151.924	53	0	3
2025.10.29	15:28:00	151.928	151.949	151.917	151.933	32	0	3
2025.10.29	15:29:00	151.932	151.932	151.909	151.912	37	0	3
2025.10.29	15:30:00	151.911	151.923	151.875	151.875	71	0	3
2025.10.29	15:31:00	151.875	151.905	151.875	151.886	63	0	3
2025.10.29	15:32:00	151.887	151.921	151.878	151.921	56	0	3
2025.10.29	15:33:00	151.921	151.975	151.917	151.952	65	0	3
2025.10.29	15:34:00	151.952	151.955	151.902	151.906	65	0	3
2025.10.29	15:35:00	151.908	151.928	151.884	151.911	73	0	3
2025.10.29	15:36:00	151.907	151.914	151.863	151.872	67	0	3
2025.10.29	15:37:00	151.873	151.901	151.873	151.885	65	0	3
2025.10.29	15:38:00	151.888	151.906	151.876	151.904	54	0	3
2025.10.29	15:39:00	151.905	151.938	151.905	151.919	54	0	3
2025.10.29	15:40:00	151.914	151.954	151.881	151.881	53	0	3
2025.10.29	15:41:00	151.880	151.917	151.875	151.908	48	0	3
2025.10.29	15:42:00	151.909	151.947	151.908	151.947	44	0	3
2025.10.29	15:43:00	151.948	151.954	151.942	151.954	21	0	3
2025.10.29	15:44:00	151.954	151.970	151.954	151.970	23	0	3
2025.10.29	15:45:00	151.970	151.992	151.967	151.981	54	0	3
2025.10.29	15:46:00	151.980	151.993	151.960	151.960	36	0	3
2025.10.29	15:47:00	151.957	151.997	151.948	151.992	52	0	3
2025.10.29	15:48:00	151.992	152.025	151.992	152.002	48	0	3
2025.10.29	15:49:00	152.004	152.026	151.997	152.002	55	0	3
2025.10.29	15:50:00	152.002	152.036	152.000	152.035	63	0	3
2025.10.29	15:51:00	152.034	152.072	152.034	152.061	52	0	3
2025.10.29	15:52:00	152.061	152.069	152.024	152.045	59	0	3
2025.10.29	15:53:00	152.044	152.045	152.029	152.032	52	0	3
2025.10.29	15:54:00	152.034	152.054	152.031	152.032	50	0	3
2025.10.29	15:55:00	152.031	152.033	152.011	152.022	43	0	3
2025.10.29	15:56:00	152.026	152.033	152.005	152.012	48	0	3
2025.10.29	15:57:00	152.009	152.010	151.985	151.989	34	0	3
