<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.27	00:40:00	153.105	153.105	153.060	153.067	24	0	4
2025.10.27	00:41:00	153.065	153.073	153.059	153.073	27	0	4
2025.10.27	00:42:00	153.071	153.072	153.014	153.026	32	0	3
2025.10.27	00:43:00	153.027	153.034	152.996	153.034	35	0	4
2025.10.27	00:44:00	153.035	153.080	153.035	153.054	55	0	4
2025.10.27	00:45:00	153.055	153.070	153.049	153.061	43	0	4
2025.10.27	00:46:00	153.062	153.069	153.054	153.063	39	0	4
2025.10.27	00:47:00	153.064	153.083	153.064	153.081	23	0	4
2025.10.27	00:48:00	153.083	153.088	153.081	153.081	20	0	3
2025.10.27	00:49:00	153.101	153.103	153.086	153.091	30	0	4
2025.10.27	00:50:00	153.092	153.096	153.070	153.071	18	0	3
2025.10.27	00:51:00	153.069	153.094	153.069	153.093	23	0	4
2025.10.27	00:52:00	153.094	153.098	153.071	153.071	18	0	4
2025.10.27	00:53:00	153.075	153.095	153.074	153.091	32	0	3
2025.10.27	00:54:00	153.091	153.096	153.075	153.075	23	0	4
2025.10.27	00:55:00	153.074	153.079	153.071	153.071	17	0	4
2025.10.27	00:56:00	153.072	153.072	153.058	153.063	27	0	4
2025.10.27	00:57:00	153.070	153.074	153.070	153.071	23	0	4
2025.10.27	00:58:00	153.071	153.082	153.069	153.081	26	0	4
2025.10.27	00:59:00	153.081	153.081	153.061	153.074	20	0	3
2025.10.27	01:00:00	153.070	153.083	153.052	153.073	40	0	3
2025.10.27	01:01:00	153.072	153.077	153.061	153.077	30	0	4
2025.10.27	01:02:00	153.075	153.121	153.071	153.117	24	0	3
2025.10.27	01:03:00	153.117	153.138	153.114	153.120	34	0	4
2025.10.27	01:04:00	153.120	153.130	153.118	153.124	20	0	4
2025.10.27	01:05:00	153.119	153.120	153.105	153.109	16	0	4
2025.10.27	01:06:00	153.108	153.108	153.095	153.095	11	0	4
2025.10.27	01:07:00	153.093	153.095	153.075	153.078	18	0	4
2025.10.27	01:08:00	153.078	153.090	153.078	153.090	18	0	4
2025.10.27	01:09:00	153.091	153.117	153.090	153.117	38	0	4
2025.10.27	01:10:00	153.116	153.145	153.116	153.142	30	0	4
2025.10.27	01:11:00	153.142	153.154	153.140	153.151	19	0	4
2025.10.27	01:12:00	153.152	153.159	153.140	153.140	21	0	4
2025.10.27	01:13:00	153.141	153.143	153.140	153.141	16	0	4
2025.10.27	01:14:00	153.142	153.149	153.140	153.149	9	0	4
2025.10.27	01:15:00	153.146	153.155	153.140	153.142	16	0	4
2025.10.27	01:16:00	153.143	153.153	153.143	153.153	17	0	4
2025.10.27	01:17:00	153.151	153.177	153.151	153.177	21	0	4
2025.10.27	01:18:00	153.176	153.176	153.151	153.154	25	0	4
2025.10.27	01:19:00	153.154	153.167	153.151	153.167	13	0	4
2025.10.27	01:20:00	153.167	153.167	153.153	153.154	13	0	4
2025.10.27	01:21:00	153.153	153.155	153.152	153.155	11	0	3
2025.10.27	01:22:00	153.154	153.167	153.141	153.167	12	0	4
2025.10.27	01:23:00	153.167	153.168	153.146	153.152	19	0	3
2025.10.27	01:24:00	153.153	153.155	153.143	153.143	13	0	4
2025.10.27	01:25:00	153.141	153.144	153.141	153.143	9	0	4
2025.10.27	01:26:00	153.143	153.145	153.142	153.143	13	0	4
2025.10.27	01:27:00	153.143	153.144	153.142	153.144	11	0	4
2025.10.27	01:28:00	153.141	153.144	153.140	153.141	12	0	4
2025.10.27	01:29:00	153.142	153.142	153.117	153.129	24	0	3
2025.10.27	01:30:00	153.136	153.138	153.073	153.083	44	0	3
2025.10.27	01:31:00	153.083	153.110	153.071	153.096	31	0	4
2025.10.27	01:32:00	153.096	153.098	153.080	153.082	22	0	4
2025.10.27	01:33:00	153.083	153.088	153.066	153.072	34	0	3
2025.10.27	01:34:00	153.072	153.087	153.070	153.086	19	0	4
2025.10.27	01:35:00	153.087	153.097	153.085	153.085	25	0	3
2025.10.27	01:36:00	153.085	153.096	153.085	153.090	30	0	4
2025.10.27	01:37:00	153.088	153.089	153.045	153.048	21	0	4
2025.10.27	01:38:00	153.049	153.051	153.028	153.038	40	0	4
2025.10.27	01:39:00	153.038	153.039	153.031	153.035	27	0	4
2025.10.27	01:40:00	153.035	153.041	153.016	153.036	32	0	4
2025.10.27	01:41:00	153.039	153.056	153.025	153.055	25	0	4
2025.10.27	01:42:00	153.056	153.062	153.050	153.056	17	0	4
2025.10.27	01:43:00	153.060	153.069	153.055	153.062	21	0	3
2025.10.27	01:44:00	153.064	153.064	153.051	153.061	21	0	3
2025.10.27	01:45:00	153.062	153.062	153.015	153.049	40	0	4
2025.10.27	01:46:00	153.052	153.063	153.049	153.050	23	0	3
2025.10.27	01:47:00	153.051	153.052	153.015	153.045	40	0	4
2025.10.27	01:48:00	153.045	153.064	153.035	153.062	27	0	3
2025.10.27	01:49:00	153.063	153.083	153.062	153.082	29	0	4
2025.10.27	01:50:00	153.080	153.093	153.080	153.085	16	0	3
2025.10.27	01:51:00	153.083	153.093	153.069	153.070	21	0	3
2025.10.27	01:52:00	153.070	153.072	153.061	153.063	27	0	3
2025.10.27	01:53:00	153.062	153.064	153.061	153.063	18	0	4
2025.10.27	01:54:00	153.064	153.091	153.064	153.085	25	0	4
2025.10.27	01:55:00	153.085	153.086	153.046	153.050	16	0	4
2025.10.27	01:56:00	153.059	153.073	153.055	153.073	26	0	3
2025.10.27	01:57:00	153.071	153.094	153.068	153.083	30	0	4
2025.10.27	01:58:00	153.083	153.085	153.049	153.051	41	0	3
2025.10.27	01:59:00	153.050	153.076	153.049	153.070	35	0	3
2025.10.27	02:00:00	153.074	153.075	152.972	152.992	63	0	2
2025.10.27	02:01:00	152.990	153.014	152.964	152.989	56	0	4
2025.10.27	02:02:00	152.989	152.992	152.921	152.943	55	0	4
2025.10.27	02:03:00	152.943	152.976	152.923	152.976	52	0	4
2025.10.27	02:04:00	152.975	153.003	152.963	152.981	57	0	4
2025.10.27	02:05:00	152.982	153.057	152.982	153.034	46	0	4
2025.10.27	02:06:00	153.032	153.047	153.021	153.031	35	0	4
2025.10.27	02:07:00	153.033	153.051	153.032	153.051	31	0	4
2025.10.27	02:08:00	153.048	153.083	153.047	153.066	47	0	4
2025.10.27	02:09:00	153.065	153.071	153.043	153.058	38	0	4
2025.10.27	02:10:00	153.058	153.091	153.055	153.070	45	0	3
2025.10.27	02:11:00	153.070	153.091	153.068	153.091	34	0	4
2025.10.27	02:12:00	153.091	153.131	153.091	153.115	42	0	4
2025.10.27	02:13:00	153.115	153.123	153.110	153.115	36	0	3
2025.10.27	02:14:00	153.113	153.154	153.113	153.141	29	0	4
2025.10.27	02:15:00	153.138	153.139	153.114	153.115	42	0	4
2025.10.27	02:16:00	153.127	153.127	153.091	153.091	42	0	3
2025.10.27	02:17:00	153.092	153.103	153.078	153.088	40	0	4
2025.10.27	02:18:00	153.088	153.090	153.072	153.079	32	0	3
2025.10.27	02:19:00	153.080	153.082	153.061	153.067	44	0	3
2025.10.27	02:20:00	153.068	153.092	153.062	153.091	33	0	3
2025.10.27	02:21:00	153.092	153.093	153.068	153.080	22	0	4
2025.10.27	02:22:00	153.080	153.081	153.078	153.080	23	0	4
2025.10.27	02:23:00	153.081	153.081	153.045	153.050	43	0	3
2025.10.27	02:24:00	153.049	153.057	153.025	153.025	31	0	4
2025.10.27	02:25:00	153.024	153.049	153.024	153.049	23	0	3
2025.10.27	02:26:00	153.049	153.049	153.037	153.048	21	0	4
2025.10.27	02:27:00	153.048	153.058	153.036	153.057	22	0	4
2025.10.27	02:28:00	153.056	153.057	153.031	153.033	22	0	4
2025.10.27	02:29:00	153.033	153.042	153.033	153.036	15	0	4
2025.10.27	02:30:00	153.034	153.038	153.033	153.036	12	0	4
2025.10.27	02:31:00	153.037	153.048	153.021	153.022	19	0	4
2025.10.27	02:32:00	153.023	153.025	153.003	153.003	27	0	4
2025.10.27	02:33:00	153.000	153.007	152.999	153.003	26	0	4
2025.10.27	02:34:00	153.002	153.019	153.001	153.002	33	0	4
2025.10.27	02:35:00	153.003	153.004	152.966	152.976	32	0	3
2025.10.27	02:36:00	152.976	152.990	152.963	152.979	37	0	4
2025.10.27	02:37:00	152.983	152.991	152.976	152.976	38	0	4
2025.10.27	02:38:00	152.979	152.999	152.978	152.999	30	0	4
2025.10.27	02:39:00	153.000	153.019	152.998	153.001	28	0	4
2025.10.27	02:40:00	153.000	153.002	152.976	152.976	29	0	3
2025.10.27	02:41:00	152.975	153.002	152.974	153.002	36	0	4
2025.10.27	02:42:00	153.001	153.002	152.989	152.990	21	0	4
2025.10.27	02:43:00	152.990	152.991	152.974	152.990	30	0	3
2025.10.27	02:44:00	152.991	152.992	152.925	152.931	33	0	4
2025.10.27	02:45:00	152.935	152.944	152.875	152.877	55	0	3
2025.10.27	02:46:00	152.886	152.911	152.861	152.880	49	0	2
2025.10.27	02:47:00	152.879	152.910	152.877	152.910	44	0	4
2025.10.27	02:48:00	152.906	152.926	152.896	152.926	41	0	4
2025.10.27	02:49:00	152.926	152.934	152.895	152.898	55	0	4
2025.10.27	02:50:00	152.904	152.910	152.887	152.892	50	0	3
2025.10.27	02:51:00	152.893	152.893	152.843	152.863	45	0	4
2025.10.27	02:52:00	152.862	152.868	152.830	152.836	52	0	3
2025.10.27	02:53:00	152.835	152.871	152.831	152.862	39	0	4
2025.10.27	02:54:00	152.863	152.949	152.863	152.947	72	0	4
2025.10.27	02:55:00	152.944	152.944	152.876	152.882	54	0	2
2025.10.27	02:56:00	152.883	152.894	152.870	152.883	38	0	4
2025.10.27	02:57:00	152.884	152.884	152.859	152.882	46	0	4
2025.10.27	02:58:00	152.880	152.894	152.880	152.889	37	0	4
2025.10.27	02:59:00	152.889	152.901	152.886	152.889	45	0	3
2025.10.27	03:00:00	152.890	152.946	152.875	152.942	58	0	4
2025.10.27	03:01:00	152.941	152.955	152.933	152.948	40	0	4
2025.10.27	03:02:00	152.949	152.964	152.942	152.959	35	0	3
2025.10.27	03:03:00	152.957	152.980	152.953	152.966	30	0	4
2025.10.27	03:04:00	152.964	152.990	152.961	152.986	30	0	4
2025.10.27	03:05:00	152.986	152.986	152.940	152.953	29	0	3
2025.10.27	03:06:00	152.951	152.966	152.939	152.954	30	0	3
2025.10.27	03:07:00	152.954	152.954	152.873	152.873	42	0	3
2025.10.27	03:08:00	152.874	152.876	152.817	152.848	60	0	4
2025.10.27	03:09:00	152.851	152.852	152.825	152.833	63	0	4
2025.10.27	03:10:00	152.835	152.844	152.802	152.808	51	0	4
2025.10.27	03:11:00	152.811	152.820	152.772	152.784	55	0	4
2025.10.27	03:12:00	152.782	152.795	152.771	152.782	46	0	4
2025.10.27	03:13:00	152.783	152.783	152.731	152.764	48	0	4
2025.10.27	03:14:00	152.762	152.763	152.733	152.735	41	0	4
2025.10.27	03:15:00	152.737	152.738	152.696	152.726	48	0	3
2025.10.27	03:16:00	152.727	152.735	152.684	152.691	49	0	4
2025.10.27	03:17:00	152.697	152.714	152.689	152.703	41	0	3
2025.10.27	03:18:00	152.701	152.702	152.656	152.675	50	0	3
2025.10.27	03:19:00	152.676	152.691	152.672	152.689	37	0	4
2025.10.27	03:20:00	152.686	152.744	152.684	152.738	47	0	4
2025.10.27	03:21:00	152.739	152.760	152.735	152.749	49	0	4
2025.10.27	03:22:00	152.748	152.750	152.738	152.747	24	0	3
2025.10.27	03:23:00	152.749	152.766	152.748	152.762	25	0	4
2025.10.27	03:24:00	152.760	152.789	152.760	152.789	25	0	4
2025.10.27	03:25:00	152.793	152.793	152.756	152.759	34	0	4
2025.10.27	03:26:00	152.760	152.761	152.745	152.748	29	0	4
2025.10.27	03:27:00	152.743	152.748	152.713	152.714	38	0	4
2025.10.27	03:28:00	152.714	152.728	152.714	152.727	22	0	3
2025.10.27	03:29:00	152.726	152.728	152.696	152.728	37	0	4
2025.10.27	03:30:00	152.724	152.750	152.724	152.748	31	0	4
2025.10.27	03:31:00	152.751	152.754	152.733	152.754	33	0	4
2025.10.27	03:32:00	152.753	152.753	152.710	152.723	42	0	4
2025.10.27	03:33:00	152.714	152.739	152.712	152.738	40	0	4
2025.10.27	03:34:00	152.738	152.785	152.736	152.771	40	0	4
2025.10.27	03:35:00	152.777	152.777	152.751	152.773	36	0	4
2025.10.27	03:36:00	152.779	152.795	152.774	152.775	35	0	4
2025.10.27	03:37:00	152.775	152.793	152.768	152.783	38	0	4
2025.10.27	03:38:00	152.783	152.794	152.782	152.793	31	0	4
2025.10.27	03:39:00	152.792	152.794	152.781	152.783	31	0	3
2025.10.27	03:40:00	152.782	152.786	152.780	152.783	27	0	3
2025.10.27	03:41:00	152.774	152.802	152.774	152.793	31	0	3
2025.10.27	03:42:00	152.793	152.795	152.756	152.758	28	0	4
2025.10.27	03:43:00	152.757	152.766	152.747	152.759	32	0	4
2025.10.27	03:44:00	152.758	152.783	152.758	152.779	29	0	4
2025.10.27	03:45:00	152.779	152.793	152.775	152.779	24	0	4
2025.10.27	03:46:00	152.782	152.782	152.758	152.770	27	0	4
2025.10.27	03:47:00	152.771	152.771	152.756	152.768	26	0	3
2025.10.27	03:48:00	152.771	152.775	152.756	152.775	19	0	3
2025.10.27	03:49:00	152.780	152.818	152.780	152.804	41	0	4
2025.10.27	03:50:00	152.802	152.803	152.784	152.793	37	0	4
2025.10.27	03:51:00	152.793	152.802	152.782	152.800	36	0	3
2025.10.27	03:52:00	152.799	152.813	152.791	152.808	45	0	4
2025.10.27	03:53:00	152.808	152.819	152.804	152.805	27	0	4
2025.10.27	03:54:00	152.805	152.819	152.803	152.815	36	0	3
2025.10.27	03:55:00	152.814	152.817	152.802	152.805	36	0	4
2025.10.27	03:56:00	152.803	152.816	152.796	152.805	26	0	3
2025.10.27	03:57:00	152.805	152.826	152.805	152.825	40	0	4
2025.10.27	03:58:00	152.825	152.827	152.816	152.819	32	0	3
2025.10.27	03:59:00	152.819	152.835	152.815	152.834	25	0	4
2025.10.27	04:00:00	152.835	152.850	152.835	152.840	43	0	3
2025.10.27	04:01:00	152.841	152.845	152.822	152.841	30	0	4
2025.10.27	04:02:00	152.842	152.888	152.840	152.883	42	0	4
2025.10.27	04:03:00	152.883	152.899	152.876	152.885	31	0	4
2025.10.27	04:04:00	152.885	152.890	152.880	152.886	30	0	4
2025.10.27	04:05:00	152.891	152.891	152.875	152.879	36	0	4
2025.10.27	04:06:00	152.877	152.888	152.875	152.888	21	0	4
2025.10.27	04:07:00	152.887	152.915	152.886	152.911	31	0	4
2025.10.27	04:08:00	152.912	152.941	152.911	152.924	37	0	4
2025.10.27	04:09:00	152.922	152.935	152.922	152.926	23	0	3
2025.10.27	04:10:00	152.922	152.936	152.922	152.934	27	0	4
2025.10.27	04:11:00	152.934	152.957	152.934	152.957	30	0	4
2025.10.27	04:12:00	152.953	152.953	152.935	152.940	20	0	3
2025.10.27	04:13:00	152.940	152.946	152.940	152.945	19	0	4
2025.10.27	04:14:00	152.947	152.947	152.942	152.944	16	0	4
2025.10.27	04:15:00	152.944	152.959	152.931	152.956	25	0	3
2025.10.27	04:16:00	152.956	152.966	152.956	152.957	26	0	3
2025.10.27	04:17:00	152.954	152.972	152.954	152.960	35	0	4
2025.10.27	04:18:00	152.959	152.970	152.959	152.968	19	0	4
2025.10.27	04:19:00	152.969	152.986	152.968	152.986	18	0	4
2025.10.27	04:20:00	152.985	153.005	152.983	152.999	23	0	3
2025.10.27	04:21:00	152.999	153.014	152.991	153.002	41	0	4
2025.10.27	04:22:00	153.003	153.005	152.995	153.000	20	0	3
2025.10.27	04:23:00	152.999	153.005	152.986	152.990	28	0	4
2025.10.27	04:24:00	152.991	152.997	152.982	152.991	28	0	4
2025.10.27	04:25:00	152.992	152.994	152.976	152.979	24	0	4
2025.10.27	04:26:00	152.980	152.980	152.972	152.980	13	0	3
2025.10.27	04:27:00	152.980	152.980	152.974	152.980	25	0	4
2025.10.27	04:28:00	152.980	152.988	152.966	152.980	22	0	4
2025.10.27	04:29:00	152.977	152.979	152.966	152.977	21	0	4
2025.10.27	04:30:00	152.978	152.990	152.976	152.989	29	0	4
2025.10.27	04:31:00	152.989	153.000	152.986	152.991	21	0	4
2025.10.27	04:32:00	152.991	152.991	152.987	152.987	9	0	4
2025.10.27	04:33:00	152.982	153.000	152.982	152.989	15	0	4
2025.10.27	04:34:00	152.990	153.001	152.989	152.997	18	0	4
2025.10.27	04:35:00	152.999	153.002	152.975	152.975	23	0	4
2025.10.27	04:36:00	152.975	152.988	152.975	152.978	21	0	4
2025.10.27	04:37:00	152.981	152.981	152.964	152.976	27	0	3
2025.10.27	04:38:00	152.974	152.975	152.951	152.954	16	0	3
2025.10.27	04:39:00	152.962	152.968	152.958	152.964	19	0	4
2025.10.27	04:40:00	152.964	152.965	152.951	152.953	15	0	3
2025.10.27	04:41:00	152.954	152.955	152.951	152.951	12	0	4
2025.10.27	04:42:00	152.952	152.954	152.952	152.952	7	0	4
2025.10.27	04:43:00	152.952	152.954	152.951	152.952	8	0	4
2025.10.27	04:44:00	152.952	152.965	152.951	152.962	18	0	4
2025.10.27	04:45:00	152.962	152.974	152.962	152.966	11	0	4
2025.10.27	04:46:00	152.966	152.974	152.963	152.974	16	0	3
2025.10.27	04:47:00	152.974	152.996	152.974	152.992	20	0	4
2025.10.27	04:48:00	152.992	152.992	152.965	152.967	29	0	4
2025.10.27	04:49:00	152.966	152.980	152.963	152.980	24	0	4
2025.10.27	04:50:00	152.980	152.986	152.975	152.979	16	0	3
2025.10.27	04:51:00	152.980	152.985	152.976	152.980	20	0	3
2025.10.27	04:52:00	152.979	152.982	152.974	152.980	18	0	3
2025.10.27	04:53:00	152.986	152.991	152.986	152.991	16	0	4
2025.10.27	04:54:00	152.990	152.991	152.980	152.986	21	0	4
2025.10.27	04:55:00	152.986	152.986	152.973	152.981	27	0	3
2025.10.27	04:56:00	152.979	152.979	152.974	152.976	13	0	3
2025.10.27	04:57:00	152.977	152.985	152.975	152.978	25	0	3
2025.10.27	04:58:00	152.978	152.988	152.975	152.976	20	0	4
2025.10.27	04:59:00	152.977	152.981	152.969	152.980	37	0	3
2025.10.27	05:00:00	152.982	153.002	152.963	153.001	32	0	4
2025.10.27	05:01:00	153.003	153.003	152.991	152.998	30	0	4
2025.10.27	05:02:00	152.997	153.001	152.977	152.985	27	0	4
2025.10.27	05:03:00	152.986	152.988	152.974	152.974	15	0	3
2025.10.27	05:04:00	152.975	152.983	152.968	152.979	26	0	3
2025.10.27	05:05:00	152.979	152.989	152.970	152.970	25	0	4
2025.10.27	05:06:00	152.969	152.988	152.969	152.979	16	0	3
2025.10.27	05:07:00	152.979	152.984	152.978	152.978	12	0	3
2025.10.27	05:08:00	152.977	152.980	152.976	152.979	18	0	3
2025.10.27	05:09:00	152.978	152.980	152.963	152.964	18	0	4
2025.10.27	05:10:00	152.964	152.986	152.964	152.975	21	0	3
2025.10.27	05:11:00	152.975	152.978	152.974	152.977	9	0	3
2025.10.27	05:12:00	152.978	152.985	152.973	152.974	18	0	4
2025.10.27	05:13:00	152.975	152.975	152.967	152.974	5	0	4
2025.10.27	05:14:00	152.973	152.978	152.973	152.976	9	0	4
2025.10.27	05:15:00	152.976	152.998	152.976	152.998	25	0	4
2025.10.27	05:16:00	152.999	152.999	152.987	152.989	12	0	3
2025.10.27	05:17:00	152.990	152.990	152.963	152.963	21	0	4
2025.10.27	05:18:00	152.961	152.964	152.956	152.964	20	0	4
2025.10.27	05:19:00	152.964	152.965	152.960	152.963	7	0	4
2025.10.27	05:20:00	152.965	152.965	152.960	152.963	18	0	3
2025.10.27	05:21:00	152.963	152.964	152.951	152.954	20	0	4
2025.10.27	05:22:00	152.954	152.965	152.952	152.957	20	0	4
2025.10.27	05:23:00	152.957	152.962	152.955	152.962	9	0	3
2025.10.27	05:24:00	152.962	152.978	152.961	152.976	19	0	4
2025.10.27	05:25:00	152.977	152.977	152.966	152.966	16	0	3
2025.10.27	05:26:00	152.966	152.974	152.954	152.974	30	0	3
2025.10.27	05:27:00	152.975	152.975	152.966	152.971	23	0	3
2025.10.27	05:28:00	152.972	152.984	152.970	152.984	15	0	4
2025.10.27	05:29:00	152.983	152.983	152.966	152.966	16	0	4
2025.10.27	05:30:00	152.967	152.973	152.966	152.967	12	0	4
2025.10.27	05:31:00	152.968	152.968	152.964	152.966	19	0	4
2025.10.27	05:32:00	152.966	152.976	152.965	152.975	20	0	3
2025.10.27	05:33:00	152.975	152.978	152.974	152.977	15	0	3
2025.10.27	05:34:00	152.974	152.976	152.973	152.975	11	0	4
2025.10.27	05:35:00	152.975	152.979	152.974	152.977	11	0	4
2025.10.27	05:36:00	152.977	152.996	152.976	152.985	20	0	4
2025.10.27	05:37:00	152.986	152.992	152.985	152.990	20	0	3
2025.10.27	05:38:00	152.989	152.989	152.975	152.988	23	0	3
2025.10.27	05:39:00	152.989	152.997	152.987	152.997	20	0	3
2025.10.27	05:40:00	153.000	153.002	153.000	153.000	8	0	4
2025.10.27	05:41:00	152.994	152.998	152.994	152.997	20	0	4
2025.10.27	05:42:00	152.995	152.999	152.995	152.996	11	0	4
2025.10.27	05:43:00	152.997	152.999	152.988	152.990	18	0	3
2025.10.27	05:44:00	152.993	153.001	152.993	153.001	12	0	3
2025.10.27	05:45:00	153.000	153.001	152.996	152.998	10	0	3
2025.10.27	05:46:00	152.998	153.000	152.992	152.997	13	0	3
2025.10.27	05:47:00	152.998	152.998	152.986	152.988	10	0	3
2025.10.27	05:48:00	152.991	153.018	152.991	153.018	23	0	4
2025.10.27	05:49:00	153.017	153.019	153.014	153.014	12	0	4
2025.10.27	05:50:00	153.015	153.015	153.007	153.009	8	0	3
2025.10.27	05:51:00	153.010	153.010	152.997	152.998	13	0	3
2025.10.27	05:52:00	152.998	153.001	152.997	153.001	10	0	3
2025.10.27	05:53:00	153.002	153.002	152.997	153.001	11	0	3
2025.10.27	05:54:00	153.000	153.007	152.998	153.007	15	0	3
2025.10.27	05:55:00	153.008	153.019	153.008	153.019	25	0	4
2025.10.27	05:56:00	153.020	153.020	153.009	153.014	27	0	3
2025.10.27	05:57:00	153.015	153.035	153.013	153.035	29	0	3
2025.10.27	05:58:00	153.033	153.047	153.033	153.043	20	0	4
2025.10.27	05:59:00	153.043	153.046	153.033	153.045	13	0	4
2025.10.27	06:00:00	153.046	153.062	153.046	153.062	10	0	4
2025.10.27	06:01:00	153.067	153.083	153.066	153.079	22	0	4
2025.10.27	06:02:00	153.080	153.083	153.066	153.083	35	0	4
2025.10.27	06:03:00	153.082	153.104	153.081	153.085	29	0	4
2025.10.27	06:04:00	153.086	153.093	153.086	153.093	21	0	4
2025.10.27	06:05:00	153.092	153.116	153.090	153.106	48	0	4
2025.10.27	06:06:00	153.106	153.124	153.103	153.106	37	0	4
2025.10.27	06:07:00	153.103	153.115	153.101	153.103	21	0	4
2025.10.27	06:08:00	153.102	153.117	153.093	153.116	25	0	4
2025.10.27	06:09:00	153.116	153.125	153.114	153.115	26	0	4
2025.10.27	06:10:00	153.114	153.115	153.104	153.107	14	0	4
2025.10.27	06:11:00	153.106	153.114	153.105	153.106	20	0	3
2025.10.27	06:12:00	153.108	153.110	153.082	153.083	27	0	4
2025.10.27	06:13:00	153.084	153.091	153.076	153.079	20	0	4
2025.10.27	06:14:00	153.080	153.090	153.079	153.086	20	0	4
2025.10.27	06:15:00	153.091	153.091	153.088	153.091	8	0	4
2025.10.27	06:16:00	153.089	153.096	153.087	153.088	22	0	3
2025.10.27	06:17:00	153.090	153.090	153.070	153.076	26	0	3
2025.10.27	06:18:00	153.076	153.083	153.074	153.077	24	0	4
2025.10.27	06:19:00	153.079	153.082	153.065	153.072	22	0	4
2025.10.27	06:20:00	153.073	153.074	153.063	153.066	25	0	4
2025.10.27	06:21:00	153.067	153.079	153.064	153.078	16	0	4
2025.10.27	06:22:00	153.073	153.081	153.062	153.068	25	0	4
2025.10.27	06:23:00	153.066	153.068	153.055	153.058	24	0	3
2025.10.27	06:24:00	153.058	153.067	153.058	153.058	26	0	3
2025.10.27	06:25:00	153.058	153.058	153.040	153.043	28	0	4
2025.10.27	06:26:00	153.044	153.048	153.036	153.039	25	0	4
2025.10.27	06:27:00	153.040	153.055	153.040	153.055	26	0	4
2025.10.27	06:28:00	153.054	153.056	153.048	153.054	21	0	3
2025.10.27	06:29:00	153.054	153.063	153.048	153.061	15	0	3
2025.10.27	06:30:00	153.060	153.062	153.055	153.055	17	0	4
2025.10.27	06:31:00	153.065	153.068	153.064	153.066	20	0	4
2025.10.27	06:32:00	153.064	153.067	153.062	153.067	17	0	4
2025.10.27	06:33:00	153.066	153.073	153.063	153.072	21	0	3
2025.10.27	06:34:00	153.073	153.080	153.071	153.077	23	0	3
2025.10.27	06:35:00	153.076	153.080	153.071	153.079	19	0	4
2025.10.27	06:36:00	153.079	153.115	153.079	153.115	25	0	3
2025.10.27	06:37:00	153.118	153.140	153.118	153.140	26	0	3
2025.10.27	06:38:00	153.140	153.166	153.140	153.163	28	0	4
2025.10.27	06:39:00	153.161	153.163	153.127	153.129	27	0	2
2025.10.27	06:40:00	153.129	153.132	153.116	153.116	26	0	3
2025.10.27	06:41:00	153.116	153.118	153.105	153.106	21	0	3
2025.10.27	06:42:00	153.107	153.115	153.103	153.113	15	0	3
2025.10.27	06:43:00	153.113	153.129	153.113	153.125	19	0	3
2025.10.27	06:44:00	153.125	153.128	153.106	153.107	22	0	3
2025.10.27	06:45:00	153.105	153.125	153.105	153.125	18	0	3
2025.10.27	06:46:00	153.125	153.131	153.123	153.131	9	0	3
2025.10.27	06:47:00	153.129	153.142	153.119	153.141	19	0	3
2025.10.27	06:48:00	153.143	153.161	153.142	153.154	27	0	3
2025.10.27	06:49:00	153.153	153.154	153.127	153.127	19	0	3
2025.10.27	06:50:00	153.129	153.149	153.128	153.149	18	0	4
2025.10.27	06:51:00	153.149	153.152	153.146	153.147	18	0	4
2025.10.27	06:52:00	153.148	153.150	153.137	153.137	15	0	3
2025.10.27	06:53:00	153.138	153.138	153.132	153.137	23	0	3
2025.10.27	06:54:00	153.138	153.139	153.123	153.124	31	0	3
2025.10.27	06:55:00	153.123	153.134	153.123	153.128	23	0	3
2025.10.27	06:56:00	153.127	153.133	153.125	153.133	19	0	3
2025.10.27	06:57:00	153.133	153.141	153.131	153.139	23	0	3
2025.10.27	06:58:00	153.137	153.143	153.135	153.139	23	0	3
2025.10.27	06:59:00	153.139	153.139	153.136	153.138	23	0	3
2025.10.27	07:00:00	153.139	153.196	153.137	153.187	40	0	3
2025.10.27	07:01:00	153.183	153.186	153.164	153.186	35	0	3
2025.10.27	07:02:00	153.186	153.187	153.128	153.150	30	0	4
2025.10.27	07:03:00	153.151	153.165	153.140	153.140	26	0	4
2025.10.27	07:04:00	153.141	153.160	153.141	153.160	26	0	3
2025.10.27	07:05:00	153.161	153.189	153.161	153.188	21	0	4
2025.10.27	07:06:00	153.188	153.199	153.187	153.189	23	0	4
2025.10.27	07:07:00	153.188	153.199	153.184	153.187	29	0	3
2025.10.27	07:08:00	153.187	153.190	153.174	153.177	26	0	3
2025.10.27	07:09:00	153.173	153.175	153.158	153.174	29	0	3
2025.10.27	07:10:00	153.175	153.211	153.175	153.211	34	0	3
2025.10.27	07:11:00	153.209	153.219	153.209	153.218	26	0	3
2025.10.27	07:12:00	153.224	153.224	153.221	153.223	20	0	3
2025.10.27	07:13:00	153.223	153.226	153.204	153.204	14	0	4
2025.10.27	07:14:00	153.212	153.242	153.212	153.232	30	0	3
2025.10.27	07:15:00	153.231	153.244	153.230	153.241	29	0	3
2025.10.27	07:16:00	153.240	153.241	153.231	153.235	24	0	3
2025.10.27	07:17:00	153.235	153.254	153.234	153.244	23	0	3
